S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
22,MOHMMAD SIDDIQ M H,Independent,525,3,528,0.05
23,"DHARANI, D.",Independent,466,2,468,0.04
24,"MANAVALAN, A.",Anna MGR Dravida Makkal Kalgam,433,47,480,0.04
25,"ARUL, M.",Independent,429,81,510,0.04
26,"MURUGESAN, D.",Independent,398,5,403,0.04
27,"ELLAPPAN, R.",Independent,375,3,378,0.03
28,"FEROZKHAN, A.",Independent,295,3,298,0.03
29,"DHAMODHARAN, G.",Independent,237,5,242,0.02
30,NOTA,None of the Above,9084,104,9188,0.81
1,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39
2,BHAGYARAJ. J,All India Anna Dravida Munnetra Kazhagam,404503,1827,406330,35.25
3,MURALI SANKAR. S,Pattali Makkal Katchi,180020,1862,181882,15.78
4,KALANCHIYAM. M,Naam Tamilar Katchi,56766,476,57242,4.97
5,KARUNCHIRUTHAI KALIYAMURTHY. K,Bahujan Samaj Party,3883,37,3920,0.34
6,ARUMUGAM. M,United Republican Party of India,3487,17,3504,0.3
7,DHARMA. K,Independent,2375,7,2382,0.21
8,VIVEKANANDHAN. E,Independent,1945,8,1953,0.17
9,ARASAN. K,Independent,1835,7,1842,0.16
10,VIGNESVARAN. R,Independent,1643,13,1656,0.14
11,SURESH. S,Independent,1374,23,1397,0.12
12,PERIYAN. A,Independent,1041,8,1049,0.09
13,GUNASEKARAN. K,Independent,960,3,963,0.08
14,VIJAYAN. A,Independent,859,2,861,0.07
15,NAGARAJ. A,Independent,669,5,674,0.06
16,SURESH. K,Independent,592,6,598,0.05
17,SATHIYARAJ. N,Independent,412,3,415,0.04
18,NOTA,None of the Above,8874,92,8966,0.78
1,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94
2,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,505577,2228,507805,40.64
3,JAGADESAN A,Naam Tamilar Katchi,73098,554,73652,5.89
4,DEVADASS RAMASAMY,Pattali Makkal Katchi,70633,657,71290,5.71
5,PRABU C,Independent,4268,7,4275,0.34
6,BALAKRISHNAN P,Independent,3468,1,3469,0.28
7,JEEVANRAJ N,Bahujan Samaj Party,3075,21,3096,0.25
8,MAYILAMPARAI MARI A,Independent,2891,1,2892,0.23
9,NATTANMAI GUNASEKARANA A.S,Anna Makkal Katchi,2497,8,2505,0.2
10,KUMARAGURU N,Independent,2226,1,2227,0.18
11,MURUGESAN M,Independent,2223,2,2225,0.18
12,SUBRAMANIAN R K,Independent,868,4,872,0.07
13,ARUL INIYAN A,Independent,772,12,784,0.06
14,VENKATRAMAN J,Naadaalum Makkal Katchi,687,4,691,0.06
15,KAMALAKANNAN M,Independent,629,1,630,0.05
16,GOVINDARAJ S R,Independent,533,25,558,0.04
17,PALANIYAMMAL S,Desiya Makkal Sakthi Katchi,533,15,548,0.04
18,SIGAMANI A,Independent,515,27,542,0.04
19,RAJASEKAR K,Independent,501,10,511,0.04
20,JAYABAL PM,Independent,473,3,476,0.04
21,RAJAMANICKAM C,Independent,398,1,399,0.03
22,NOTA,None of the Above,8351,181,8532,0.68
1,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38
2,VIGNESH P,All India Anna Dravida Munnetra Kazhagam,492958,2770,495728,37.99
3,ANNADURAI N,Pattali Makkal Katchi,125829,1310,127139,9.74
4,DR MANOJKUMAR G,Naam Tamilar Katchi,75636,571,76207,5.84
5,BHALAJI M,Independent,3437,4,3441,0.26
6,MURALI S,Bahujan Samaj Party,3333,39,3372,0.26
7,PALANIVEL K,Independent,2853,3,2856,0.22
8,JEGANNATHAN A,Independent,2384,27,2411,0.18
9,RAJA S,Independent,1442,14,1456,0.11
10,MUTHUSAMY S,Independent,1193,4,1197,0.09
11,ER PRABAKARAN S,Independent,1151,4,1155,0.09
12,SHANMUGAM G,Independent,1144,3,1147,0.09
13,SANTHALINGAM C,Independent,1079,19,1098,0.08
14,SUTHARSANAM S,Aravor Munnetra Kazhagam,1030,6,1036,0.08
15,AMBEDKAR C,Ambedkarite Party of India,944,17,961,0.07
16,RAMACHANDRAN C,Dhesiya Makkal Kazhagam,748,10,758,0.06
17,GOVINDHAN A,Independent,686,7,693,0.05
18,MANICKAM R,Ulzaipali Makkal Katchy,533,4,537,0.04
19,AHAMED SHAHJAHAN M,Independent,453,13,466,0.04
20,INTHRAJITHKUPTHA G,Independent,425,7,432,0.03
21,RAMASUNDARAM D,Independent,419,3,422,0.03
22,KARUNAKARAN M,Independent,359,18,377,0.03
23,RAJA A,Independent,329,3,332,0.03
24,VIGNESH M,Independent,324,4,328,0.03
25,JOTHILINGAM M,Independent,314,2,316,0.02
26,NOTA,None of the Above,14677,217,14894,1.14
1,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31
2,TAMILMANI S,All India Anna Dravida Munnetra Kazhagam,429358,3566,432924,37.77
3,DR RAMALINGAM K P,Bharatiya Janata Party,103577,1113,104690,9.13
4,KANIMOZHI G,Naam Tamilar Katchi,94895,682,95577,8.34
5,DEEPAN CHAKKRAVARTHI S,Independent,3546,33,3579,0.31
6,RAJENDRAN C,Viduthalai Kalam Katchi,2592,7,2599,0.23
7,NATARAJAN M,Independent,2565,23,2588,0.23
8,RAMESH T,Ahimsa Socialist Party,2412,9,2421,0.21
9,EZHIL SELVAN P,Tamilaga Makkal Thannurimai Katchi,2149,16,2165,0.19
10,RAMAN V,Bahujan Samaj Party,2137,20,2157,0.19
11,UTHAYAKUMAR P,Independent,1899,2,1901,0.17
12,KANDASAMY A M,Independent,1510,4,1514,0.13
13,RAMASAMY P,Independent,1338,12,1350,0.12
14,KARTHI S,Independent,1332,2,1334,0.12
15,RAMESH T R,Independent,1317,8,1325,0.12
16,SATHEESH G,Independent,1284,8,1292,0.11
17,RAMASAMY N,Independent,1243,7,1250,0.11
18,MADHESWARAN V,Independent,1144,3,1147,0.1
19,DR GURUNATHAN S,Independent,1048,23,1071,0.09
20,KARTHIKEYAN S,Independent,918,2,920,0.08
21,NALLATHAMBI P,Independent,769,1,770,0.07
22,EASWARAMOORTHY M,Independent,758,10,768,0.07
23,BALAJICHEZHIAN P,Independent,716,3,719,0.06
24,RAVIKUMAR P,Ganasangam Party of India,633,4,637,0.06
25,NAVEEN K,Independent,633,2,635,0.06
26,DURAIRAJ C,Independent,590,2,592,0.05
27,ARULMANI M,Independent,564,4,568,0.05
28,THIYAGARAJAN R,Samaniya Makkal Nala Katchi,527,1,528,0.05
29,VENNILA S,Independent,520,8,528,0.05
30,KALIANNAN S,Independent,496,1,497,0.04
31,KANDASAMY P,Independent,475,5,480,0.04
32,MANIKKAM S,Ulzaipali Makkal Katchy,439,3,442,0.04
33,MOORTHI J,Independent,385,4,389,0.03
34,TAMILMANI A,Independent,352,2,354,0.03
35,SELVARAJ K R,Independent,301,2,303,0.03
36,SAKTHIVEL S,Independent,298,1,299,0.03
37,NETAJIKAVIARASU V,Independent,287,1,288,0.03
38,SIVAKUMAR V,Independent,244,2,246,0.02
39,MOORTHY V,Independent,220,2,222,0.02
40,GOPAL P,Independent,214,0,214,0.02
41,NOTA,None of the Above,12736,248,12984,1.13
1,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43
2,ASHOK KUMAR,All India Anna Dravida Munnetra Kazhagam,323751,2022,325773,29.79
3,KARMEGAN M,Naam Tamilar Katchi,82332,464,82796,7.57
4,P VIJAYAKUMAR,Tamil Maanila Congress (Moopanar),77319,592,77911,7.13
5,P ESWARAN,Bahujan Samaj Party,5161,62,5223,0.48
6,T V R AMIRTHALINGAM,Independent,4118,31,4149,0.38
7,KEERTHANA M,Independent,3775,24,3799,0.35
8,J GOPALAKRISHNAN,Independent,1949,6,1955,0.18
9,S ANANTHI,Independent,1683,3,1686,0.15
10,PRASATH CHITRARASU,Independent,1629,11,1640,0.15
11,RAVICHANDRAN L,Independent,1378,2,1380,0.13
12,P RAJENDRAN,Independent,973,3,976,0.09
13,P KUPPUSAMY,Ulzaipali Makkal Katchy,945,5,950,0.09
14,M SHANMUGAM,Independent,768,4,772,0.07
15,R KUMARESAN,Independent,744,7,751,0.07
16,N ASHOK KUMAR,Independent,689,1,690,0.06
17,DHANALAKSHMI V,Naadaalum Makkal Katchi,675,4,679,0.06
18,A T MUNUSAMY,Samaniya Makkal Nala Katchi,611,5,616,0.06
19,K MAATHAN,Ganasangam Party of India,609,9,618,0.06
20,B DHARMARAJ,Anti Corruption Dynamic Party,597,4,601,0.05
21,ARUMUGA AC KANNAN,Independent,547,2,549,0.05
22,M SABARINATHAN,Independent,525,6,531,0.05
23,R DHANDAPANI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,502,2,504,0.05
24,R KUMAR,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,424,8,432,0.04
25,R.MINNALMURUGESH,Independent,413,2,415,0.04
26,K K VADUGANATHAN,Independent,398,1,399,0.04
27,G MYLSAMY,Independent,301,0,301,0.03
28,MYLVAKANAN D -,Independent,276,3,279,0.03
29,M PRABAKARAN,Independent,274,2,276,0.03
30,NARENDRANATH,Independent,272,0,272,0.02
31,K SENTHIL KUMAR,Independent,177,1,178,0.02
32,NOTA,None of the Above,13742,241,13983,1.28
1,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38
2,"ARUNACHALAM, P.",All India Anna Dravida Munnetra Kazhagam,345326,1485,346811,30.35
3,"MURUGANANDAM, A.P.",Bharatiya Janata Party,184066,1256,185322,16.22
4,"SEETHALAKSHMI, M.K.",Naam Tamilar Katchi,95250,476,95726,8.38
5,"VELUSAMY, A.",Independent,7089,36,7125,0.62
6,"PALANI, V.",Bahujan Samaj Party,6013,41,6054,0.53
7,"SATHISHKUMAR, N.",Independent,2315,21,2336,0.2
8,"JANARTHANAM, P.",Tamilaga Makkal Thannurimai Katchi,1861,7,1868,0.16
9,"KANNAN, M.",Independent,1752,13,1765,0.15
10,"SENGUTTUVAN, M.R.",Independent,1560,7,1567,0.14
11,"SUBRAMANI, N.",Independent,1341,9,1350,0.12
12,"MALARVIZHI, G.",Rashtriya Samaj Paksha,1311,14,1325,0.12
13,"KARTHIKEYAN, P.",Independent,810,14,824,0.07
14,NOTA,None of the Above,17554,183,17737,1.55
1,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44
2,DR MURUGAN L,Bharatiya Janata Party,231111,1516,232627,22.83
3,LOGESH TAMILSELVAN D,All India Anna Dravida Munnetra Kazhagam,219417,813,220230,21.61
4,JAYAKUMAR A,Naam Tamilar Katchi,58588,233,58821,5.77
5,VIJAYAKUMAR D,Independent,4805,3,4808,0.47
6,GANESHAMOORTHI A,Bahujan Samaj Party,3015,18,3033,0.3
7,BADRAN M,Ganasangam Party of India,2406,19,2425,0.24
8,SELVAN N,Independent,2038,16,2054,0.2
9,DHANABAL R,Independent,1906,22,1928,0.19
10,JAYANTHI M,Ambedkarite Party of India,1539,17,1556,0.15
11,MURUGAN Y,Independent,1408,5,1413,0.14
12,MURUGESAN,Independent,1057,2,1059,0.1
13,MALARMANNAN M,Samaniya Makkal Nala Katchi,813,7,820,0.08
14,SATHISH M,Independent,734,6,740,0.07
15,KRISHNA KUMAR,Independent,588,27,615,0.06
16,ANBHUGURU V,Independent,560,5,565,0.06
17,NOTA,None of the Above,12902,98,13000,1.28
1,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11
2,R. MANOHAR,All India Anna Dravida Munnetra Kazhagam,157631,480,158111,17.52
3,R.C. PAUL KANAGARAJ,Bharatiya Janata Party,112628,690,113318,12.56
4,AMUDINI,Naam Tamilar Katchi,95715,239,95954,10.63
5,SARAH FATHIMA,Independent,5899,24,5923,0.66
6,E. IQBAL,Bahujan Samaj Party,3471,15,3486,0.39
7,MOORTHY. V,Independent,3131,6,3137,0.35
8,SURIYAMUTHU,Independent,976,2,978,0.11
9,C. SENAPATHI,Independent,850,0,850,0.09
10,DILLI GANESH. E,Independent,735,1,736,0.08
11,U. VENKATESH,Independent,709,5,714,0.08
12,M. ZION RAJ,Independent,696,1,697,0.08
13,A. AJITHKUMAR,Thakkam Katchi,671,2,673,0.07
14,J. SEBASTIN,Socialist Unity Centre Of India (COMMUNIST),586,2,588,0.07
15,AKSHAY,Naadaalum Makkal Katchi,563,3,566,0.06
16,B. BALAMURUGAN,Independent,485,3,488,0.05
17,K.PALANIAPPAN,Independent,460,2,462,0.05
18,R. SENTHIL KUMAR,Independent,457,0,457,0.05
19,MATHANKUMAR. G,Independent,390,0,390,0.04
20,P. JAYASELAN,Independent,386,0,386,0.04
21,M. KOLANJI,Independent,361,1,362,0.04
22,B. ZAKIR HUSSAIN,Independent,354,1,355,0.04
23,P. UMADEVI,Independent,346,0,346,0.04
24,K.C.JAYAPRAKASH,Independent,334,0,334,0.04
25,C. SRIDHAR,Independent,307,0,307,0.03
26,T. MANOHARAN,Independent,293,0,293,0.03
27,K. SAMPATH,Independent,268,1,269,0.03
28,D. SRINIVASAN,Independent,260,1,261,0.03
29,S. RAVIKUMAR,Republican Party of India (Sivaraj),258,1,259,0.03
30,T. KAVIYARASU,Independent,250,2,252,0.03
31,SATHISH. B,Independent,245,1,246,0.03
32,R.VINAYAGAMOORTHY,Independent,206,0,206,0.02
33,D. KABILAN,Independent,203,6,209,0.02
34,P. MARIMUTHU,Independent,171,1,172,0.02
35,V.MADHAN MOHAN,Independent,163,0,163,0.02
36,NOTA,None of the Above,13139,69,13208,1.46
1,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39
2,ANNAMALAI K,Bharatiya Janata Party,447608,2524,450132,32.79
3,SINGAI G RAMACHANDRAN,All India Anna Dravida Munnetra Kazhagam,235603,887,236490,17.23
4,KALAMANI JAGANATHAN,Naam Tamilar Katchi,82387,270,82657,6.02
5,VELMURUGAN K,Bahujan Samaj Party,2364,11,2375,0.17
6,SANJAYKUMAR S,Independent,1787,2,1789,0.13
7,ANNADURAI R,Independent,1767,5,1772,0.13
8,SURESH M,Independent,1472,2,1474,0.11
9,GOPALAKRISHNAN S,Independent,1196,3,1199,0.09
10,RAGHUL GANDHI K,Hindustan Janta Party,1170,6,1176,0.09
11,KARTHICK T,Independent,1070,3,1073,0.08
12,RAJKUMAR M,Independent,1067,1,1068,0.08
13,RAJKUMAR,Independent,1010,3,1013,0.07
14,RAJKUMAR G,Independent,888,4,892,0.06
15,SHANMUGAM K,Independent,881,1,882,0.06
16,KRISHNAN V,Independent,722,4,726,0.05
17,RAMACHANDRAN M,Independent,663,0,663,0.05
18,RAJAMANICKAM N,Independent,626,3,629,0.05
19,RAJKUMAR G B,Independent,607,4,611,0.04
20,KUMAR A,Ganasangam Party of India,548,3,551,0.04
21,SANGEETHA R,Naadaalum Makkal Katchi,491,1,492,0.04
22,RICHARD VINCENT,Viro Ke Vir Indian Party,489,3,492,0.04
23,SURIYAKUMAR K,Independent,443,4,447,0.03
24,ARUNKANTH V,Independent,432,6,438,0.03
25,ANANDHAKUMAR S,Rashtriya Samaj Paksha,417,2,419,0.03
26,RAMACHANDRAN R,Independent,368,1,369,0.03
27,MUTHUSAMY P P,Independent,368,1,369,0.03
28,PALANISAMYRAAJ M,Independent,313,3,316,0.02
29,PUSHPANANTHAM V,Tamizhaga Murpokku Makkal Katchi,303,2,305,0.02
30,DINESH K,Independent,284,1,285,0.02
31,PREMKUMAR P,Independent,281,2,283,0.02
32,RAVICHANDRAN,Independent,271,1,272,0.02
33,DURAISAMY A,Independent,263,3,266,0.02
34,ZAHIR HUSSAIN,Independent,259,1,260,0.02
35,BOOBALAN,Independent,252,1,253,0.02
36,NOORMUHAMAD A,Independent,232,2,234,0.02
37,PASUPATHI S,Independent,170,3,173,0.01
38,NOTA,None of the Above,11677,111,11788,0.86
1,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37
2,KARTHIKEYAN A,All India Anna Dravida Munnetra Kazhagam,280230,1105,281335,24.98
3,VASANTHARAJAN K,Bharatiya Janata Party,221945,1409,223354,19.84
4,SURESHKUMAR N,Naam Tamilar Katchi,57962,234,58196,5.17
5,PRAKASH P,Independent,2834,17,2851,0.25
6,BENJAMINKIRUBAKARAN J,Bahujan Samaj Party,2267,17,2284,0.2
7,VASANTHAKUMAR T,Independent,2186,4,2190,0.19
8,RAMASAMY K,Independent,1816,9,1825,0.16
9,ESWARASAMY K,Independent,1775,15,1790,0.16
10,GOPALAKRISHNAN M,New Generation People’s Party,1127,6,1133,0.1
11,KALIMUTHU S,Independent,976,5,981,0.09
12,KARTHIKEYAN D,Independent,600,19,619,0.05
13,NOOR MUHAMAD A,Independent,599,6,605,0.05
14,KARTHIKEYAN P,Independent,548,19,567,0.05
15,KARTHIKEYAN D,Independent,433,2,435,0.04
16,NOTA,None of the Above,14399,104,14503,1.29
1,SACHITHANANTHAM R,Communist Party of India (Marxist),667391,2758,670149,58.29
2,MOHAMED MUBARAK M A,All India Anna Dravida Munnetra Kazhagam,225492,836,226328,19.69
3,THILGABAMA M,Pattali Makkal Katchi,111013,1490,112503,9.79
4,KAILAI RAJAN D,Naam Tamilar Katchi,96891,954,97845,8.51
5,RAJKUMAR R,Independent,4410,6,4416,0.38
6,NATCHIMUTHU S,Bahujan Samaj Party,4231,53,4284,0.37
7,DINESHKUMAR S,All India Youth Development Party,2411,23,2434,0.21
8,MURUGESAN (A) VISHNU MURUGESAN C,Independent,2004,4,2008,0.17
9,ANGUCHAMY M,Independent,1286,4,1290,0.11
10,SURESH K,Independent,1254,3,1257,0.11
11,ARUMUGAM R,Independent,1078,11,1089,0.09
12,SABARINATH S,Independent,1001,10,1011,0.09
13,ANBUROSE D,Independent,997,15,1012,0.09
14,PALANISAMY K,Independent,941,8,949,0.08
15,SATHISH KANNA G T,Independent,914,12,926,0.08
16,NOTA,None of the Above,21860,260,22120,1.92
1,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25
2,THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,366209,1881,368090,32.52
3,SENTHILNATHAN. V.V,Bharatiya Janata Party,101517,965,102482,9.05
4,KARUPPAIYA. R,Naam Tamilar Katchi,86962,541,87503,7.73
5,SANKARAN. S,Bahujan Samaj Party,2665,15,2680,0.24
6,SAKTHIVEL. R,Independent,2391,22,2413,0.21
7,ABILAZAN. N,Independent,1916,5,1921,0.17
8,KARTHIKPERUMAL. R,Independent,1808,1,1809,0.16
9,KATHIRAVAN. P,Independent,1445,3,1448,0.13
10,KARUNAMOORTHY. S,Independent,1278,0,1278,0.11
11,MOHAMED NAZEEM. S,Independent,938,0,938,0.08
12,PALANISAMY. N.A,Independent,934,0,934,0.08
13,SHANMUGAM. N,Samaniya Makkal Nala Katchi,924,5,929,0.08
14,KALAIRAJ. K,Independent,809,2,811,0.07
15,JOTHIMANI. A.K,Independent,805,3,808,0.07
16,KANNAN. T,Independent,782,6,788,0.07
17,JOTHIMANI. S,Independent,774,6,780,0.07
18,SATHASIVAM. R,Independent,728,1,729,0.06
19,MANIKANDAN. K,Independent,685,0,685,0.06
20,KOSAMALAR. P,Independent,641,3,644,0.06
21,MURUGESAN. K,Ganasangam Party of India,628,2,630,0.06
22,MAHESWARAN. A,Independent,589,1,590,0.05
23,REGIS THIYAGARAJAN. V.G.A,Independent,570,2,572,0.05
24,VINCENT. F,Anti Corruption Dynamic Party,510,5,515,0.05
25,NATRAYAN. R,Independent,503,0,503,0.04
26,BANUMATHY. S,Independent,494,2,496,0.04
27,UMADEVI. S,Independent,452,1,453,0.04
28,VARADAN. M,Independent,428,1,429,0.04
29,MURALI. M,Independent,417,0,417,0.04
30,SAKTHIVEL. N,Independent,414,1,415,0.04
31,BABU. G,Independent,387,0,387,0.03
32,JAFAR ALI. A,Independent,368,3,371,0.03
33,PRABHU. G,Independent,354,0,354,0.03
34,PALANIVEL. P,Independent,350,0,350,0.03
35,ANBAZHAGAN. T,Independent,338,1,339,0.03
36,MURUGESAN. P,Independent,327,0,327,0.03
37,SOWMIYA. R,Independent,307,3,310,0.03
38,SATHISHKUMAR. S,Independent,304,2,306,0.03
39,DHURAIYARASAN. P,Independent,273,2,275,0.02
40,VINOTH KUMAR. N,Independent,273,3,276,0.02
41,SATHIS KUMAR. C,Independent,258,9,267,0.02
42,THIRUGNANAM. M,Independent,253,5,258,0.02
43,SATHISH. P,Independent,241,3,244,0.02
44,MAHAMUNI. A,Independent,213,0,213,0.02
45,RAJAPANDIAN. K,Independent,207,2,209,0.02
46,JOTHIVEL. A,Independent,206,0,206,0.02
47,BASKARAN. N,Independent,205,0,205,0.02
48,PUSHPARAJ. N,Independent,199,0,199,0.02
49,NARENDRAKUMAR. G,Independent,197,0,197,0.02
50,PRASANTH. S,Independent,194,0,194,0.02
51,SUBASH MALAYALAM. T,Independent,186,0,186,0.02
52,NAGESVARAN. P,Independent,185,0,185,0.02
53,DANIYA. P,Independent,165,0,165,0.01
54,SIVAKUMAR. V,Independent,150,1,151,0.01
55,NOTA,None of the Above,8174,101,8275,0.73
1,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35
2,KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam,227445,1674,229119,21.7
3,RAJESSH. T,Naam Tamilar Katchi,106752,706,107458,10.18
